trip_type,substance,rating,pure,url
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/2903.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/4141.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/4289.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/5887.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/6426.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/6476.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/6577.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/6642.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/6727.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/7407.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/7495.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/7660.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/7873.txt
bad,Cannabis,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/8374.txt
bad,Cannabis,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/9124.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/9132.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/9641.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/10187.txt
bad,Cannabis,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/11242.txt
bad,Cannabis,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/11244.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/11402.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/11645.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/12260.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/13483.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/14979.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/15113.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/15183.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/15798.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/16620.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/16877.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/17100.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/17490.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/17826.txt
bad,Cannabis,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/19046.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/19116.txt
bad,Cannabis,A,False,https://github.jonathanferrari.com/scraper/narratives/txt/19472.txt
bad,Cannabis,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/19781.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/19983.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/20390.txt
bad,Cannabis,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/20631.txt
bad,Cannabis,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/21935.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/22220.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/22728.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/23877.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/24315.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/24543.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/24975.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/25089.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/25118.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/25331.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/28195.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/28314.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/28957.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/29110.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/29389.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/29983.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/30150.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/30164.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/30796.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/31194.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/31537.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/33651.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/34259.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/34663.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/34709.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/34789.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/34993.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/35064.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/35676.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/35761.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/36158.txt
bad,Cannabis,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/36410.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/36484.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/36930.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/37556.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/39629.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/42395.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/44367.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/44688.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/45085.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/45711.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/45723.txt
bad,Cannabis,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/46429.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/46757.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/50920.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/51669.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/52759.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/53030.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/53166.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/53405.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/54202.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/54760.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/55790.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/56220.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/56366.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/57690.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/57755.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/58103.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/61636.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/63591.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/63754.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/63923.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/65332.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/65579.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/67144.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/69526.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/69659.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/70529.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/70884.txt
bad,Cannabis,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/72673.txt
bad,Cannabis,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/76166.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/76169.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/77263.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/78651.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/81941.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/89536.txt
bad,Cannabis,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/92364.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/93274.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/98499.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/100637.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/103561.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/103792.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/105176.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/107132.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/108716.txt
bad,Cannabis,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/109164.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/110341.txt
bad,Cannabis,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/111241.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/111609.txt
bad,Cannabis,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/111975.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/112823.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/113265.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/114700.txt
bad,Cannabis,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/114886.txt
bad,Cannabis,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/116025.txt
bad,Cannabis,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/116325.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/27538.txt
bad,DMT,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/31055.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/31694.txt
bad,DMT,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/36721.txt
bad,DMT,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/64836.txt
bad,DMT,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/75585.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/79695.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/80018.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/81145.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/81464.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/81751.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/83260.txt
bad,DMT,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/84361.txt
bad,DMT,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/85207.txt
bad,DMT,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/85257.txt
bad,DMT,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/88203.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/89422.txt
bad,DMT,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/94257.txt
bad,DMT,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/95201.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/96109.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/97495.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/97894.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/99678.txt
bad,DMT,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/100724.txt
bad,DMT,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/108109.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/110333.txt
bad,DMT,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/111005.txt
bad,DMT,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/112965.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/113259.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/113406.txt
bad,DMT,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/115579.txt
bad,DMT,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/116012.txt
bad,DMT,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/116014.txt
bad,Ketamine,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1149.txt
bad,Ketamine,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1179.txt
bad,Ketamine,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/3841.txt
bad,Ketamine,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/7931.txt
bad,Ketamine,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/13455.txt
bad,Ketamine,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/47678.txt
bad,Ketamine,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/68262.txt
bad,Ketamine,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/71148.txt
bad,Ketamine,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/73460.txt
bad,Ketamine,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/85019.txt
bad,Ketamine,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/90108.txt
bad,Ketamine,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/106348.txt
bad,Ketamine,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/109378.txt
bad,Ketamine,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/109765.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/314.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/319.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/446.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/513.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/687.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/718.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/796.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1020.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/1120.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/1152.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/1497.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1997.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1998.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/1999.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/2000.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/2002.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/2006.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/2007.txt
bad,LSD,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/3168.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/3445.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/3458.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/3462.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/3486.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/3647.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/3667.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/3923.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/4040.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/4253.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/4533.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/4754.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/5189.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/5348.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/5566.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/5860.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/5985.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/6421.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/6442.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/6959.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/7444.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/7617.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/8205.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/8336.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/8371.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/8643.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/8712.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/8916.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/9188.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/9438.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/10435.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/10659.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/10726.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/11053.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/11542.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/13155.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/13251.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/13346.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/13891.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/14047.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/14114.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/15477.txt
bad,LSD,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/15729.txt
bad,LSD,A,False,https://github.jonathanferrari.com/scraper/narratives/txt/15901.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/15928.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/16365.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/16975.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/17338.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/18029.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/18533.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/18714.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/20389.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/20412.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/20941.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/21485.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/22310.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/23290.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/23701.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/24042.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/25881.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/28924.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/30710.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/30744.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/31517.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/32380.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/32645.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/32816.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/36447.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/36898.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/37816.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/39856.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/41534.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/41671.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/42273.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/43465.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/46828.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/47822.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/49117.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/50960.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/54287.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/55057.txt
bad,LSD,D,False,https://github.jonathanferrari.com/scraper/narratives/txt/55318.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/56890.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/60233.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/65429.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/65740.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/66222.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/66421.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/66686.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/66812.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/68440.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/69875.txt
bad,LSD,A,True,https://github.jonathanferrari.com/scraper/narratives/txt/70185.txt
bad,LSD,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/70308.txt
bad,LSD,C-,False,https://github.jonathanferrari.com/scraper/narratives/txt/71896.txt
bad,LSD,C+,False,https://github.jonathanferrari.com/scraper/narratives/txt/72427.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/72573.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/73806.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/74344.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/74840.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/76214.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/81564.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/82394.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/82503.txt
bad,LSD,B,True,https://github.jonathanferrari.com/scraper/narratives/txt/82774.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/83138.txt
bad,LSD,C-,True,https://github.jonathanferrari.com/scraper/narratives/txt/84886.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/85095.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/88036.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/88438.txt
bad,LSD,C,True,https://github.jonathanferrari.com/scraper/narratives/txt/88520.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/88579.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/89907.txt
bad,LSD,B,False,https://github.jonathanferrari.com/scraper/narratives/txt/90041.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/90846.txt
bad,LSD,C,False,https://github.jonathanferrari.com/scraper/narratives/txt/91651.txt
bad,LSD,A,False,https://github.jonathanferrari.com/scraper/narratives/txt/93659.txt
bad,LSD,D,True,https://github.jonathanferrari.com/scraper/narratives/txt/96234.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/97641.txt
bad,LSD,A,True,https://github.jonathanferrari.com/scraper/narratives/txt/98623.txt
bad,LSD,C+,True,https://github.jonathanferrari.com/scraper/narratives/txt/103417.txt
